Sequence Position in training data,,Customer ID# in market test database,"Male=0, Female=1",total_expenditure ,"months_since_last_purchase, ","number_of_purchases, ",months_since_first_purchase ,,,
2506,user2506,20622,1,383,14,12,58,,,
2507,user2507,20627,0,84,20,2,28,,,
2508,user2508,20635,1,56,10,2,14,,,
2509,user2509,20637,1,176,20,2,28,,,
2510,user2510,20638,1,330,12,7,48,,,
2511,user2511,20640,1,268,16,11,60,,,
2512,user2512,20641,1,270,16,1,16,,,
2513,user2513,20659,0,340,30,10,56,,,
2514,user2514,20716,1,420,16,12,40,,,
2515,user2515,20722,1,308,10,1,10,,,
2516,user2516,20734,1,83,14,1,14,,,
2517,user2517,20746,0,91,14,2,20,,,
2518,user2518,20756,1,180,12,4,24,,,
2519,user2519,20761,0,124,10,1,10,,,
2520,user2520,20762,1,208,4,4,22,,,
2521,user2521,20777,1,90,12,2,14,,,
2522,user2522,20782,1,369,22,7,52,,,
2523,user2523,20787,1,60,14,2,18,,,
2524,user2524,20812,1,405,10,8,38,,,
2525,user2525,20817,0,421,14,9,66,,,
2526,user2526,20820,0,37,10,2,12,,,
2527,user2527,20849,1,168,6,2,8,,,
2528,user2528,20850,1,169,22,10,62,,,
2529,user2529,20857,0,159,32,1,32,,,
2530,user2530,20882,1,108,10,1,10,,,
2531,user2531,20883,1,190,14,2,22,,,
2532,user2532,20886,0,160,10,9,38,,,
2533,user2533,20888,1,153,12,4,20,,,
2534,user2534,20904,1,311,6,1,6,,,
2535,user2535,20907,1,222,14,2,18,,,
2536,user2536,20937,1,110,14,1,14,,,
2537,user2537,20945,1,152,36,2,44,,,
2538,user2538,20958,1,157,14,6,42,,,
2539,user2539,20961,1,213,12,1,12,,,
2540,user2540,20969,1,33,10,2,16,,,
2541,user2541,20980,0,121,4,2,12,,,
2542,user2542,20984,1,222,6,6,36,,,
2543,user2543,20990,1,299,10,2,14,,,
2544,user2544,21013,1,349,14,7,56,,,
2545,user2545,21021,1,267,10,2,18,,,
2546,user2546,21027,1,90,16,2,20,,,
2547,user2547,21028,1,20,10,1,10,,,
2548,user2548,21030,1,166,24,2,28,,,
2549,user2549,21032,1,123,18,2,26,,,
2550,user2550,21033,1,63,12,2,16,,,
2551,user2551,21043,1,316,16,2,20,,,
2552,user2552,21048,0,224,10,1,10,,,
2553,user2553,21059,1,89,24,2,30,,,
2554,user2554,21060,0,123,12,8,54,,,
2555,user2555,21101,1,86,6,3,14,,,
2556,user2556,21107,1,106,14,2,18,,,
2557,user2557,21108,0,403,10,11,34,,,
2558,user2558,21116,0,240,14,2,20,,,
2559,user2559,21128,1,164,14,2,20,,,
2560,user2560,21147,0,58,36,1,36,,,
2561,user2561,21148,1,204,6,4,20,,,
2562,user2562,21150,1,254,32,10,88,,,
2563,user2563,21155,1,210,2,2,8,,,
2564,user2564,21161,1,284,14,2,22,,,
2565,user2565,21167,0,71,10,1,10,,,
2566,user2566,21191,0,31,24,2,30,,,
2567,user2567,21192,1,181,2,2,4,,,
2568,user2568,21194,1,445,16,12,68,,,
2569,user2569,21207,1,215,20,9,52,,,
2570,user2570,21208,0,252,10,5,30,,,
2571,user2571,21212,1,250,2,2,6,,,
2572,user2572,21241,1,308,12,2,16,,,
2573,user2573,21253,1,198,8,11,62,,,
2574,user2574,21259,0,199,6,1,6,,,
2575,user2575,21272,0,71,16,2,20,,,
2576,user2576,21286,1,243,14,1,14,,,
2577,user2577,21310,1,189,10,11,62,,,
2578,user2578,21311,0,158,16,2,20,,,
2579,user2579,21324,1,278,12,2,16,,,
2580,user2580,21336,0,44,12,1,12,,,
2581,user2581,21338,1,193,4,1,4,,,
2582,user2582,21343,1,52,12,2,20,,,
2583,user2583,21351,0,279,16,11,42,,,
2584,user2584,21365,0,307,10,6,34,,,
2585,user2585,21372,1,247,24,1,24,,,
2586,user2586,21375,1,60,14,2,18,,,
2587,user2587,21383,0,333,10,9,42,,,
2588,user2588,21400,0,246,30,2,34,,,
2589,user2589,21405,1,315,2,5,16,,,
2590,user2590,21408,1,202,4,1,4,,,
2591,user2591,21419,0,168,2,2,4,,,
2592,user2592,21450,1,309,36,1,36,,,
2593,user2593,21455,1,79,2,3,16,,,
2594,user2594,21467,1,249,24,2,28,,,
2595,user2595,21471,1,206,14,1,14,,,
2596,user2596,21504,0,405,2,11,42,,,
2597,user2597,21524,1,69,10,2,16,,,
2598,user2598,21544,1,318,10,2,14,,,
2599,user2599,21573,0,322,16,4,28,,,
2600,user2600,21576,1,282,16,10,66,,,
2601,user2601,21577,1,51,8,1,8,,,
2602,user2602,21579,0,323,14,2,20,,,
2603,user2603,21582,0,184,14,4,24,,,
2604,user2604,21588,1,111,4,2,8,,,
2605,user2605,21603,1,173,12,1,12,,,
2606,user2606,21622,1,244,10,2,16,,,
2607,user2607,21624,1,348,16,4,38,,,
2608,user2608,21625,1,195,14,9,60,,,
2609,user2609,21633,1,226,12,2,16,,,
2610,user2610,21656,0,104,12,1,12,,,
2611,user2611,21670,0,113,20,2,24,,,
2612,user2612,21685,1,143,30,1,30,,,
2613,user2613,21689,0,343,16,9,36,,,
2614,user2614,21698,1,84,4,2,8,,,
2615,user2615,21714,0,122,10,2,18,,,
2616,user2616,21733,0,174,4,1,4,,,
2617,user2617,21742,1,293,16,5,34,,,
2618,user2618,21754,1,463,10,12,42,,,
2619,user2619,21755,1,224,14,2,18,,,
2620,user2620,21756,1,350,12,12,56,,,
2621,user2621,21764,0,68,10,2,16,,,
2622,user2622,21770,1,356,2,5,24,,,
2623,user2623,21771,1,267,26,2,32,,,
2624,user2624,21773,0,117,22,3,36,,,
2625,user2625,21779,1,223,4,5,32,,,
2626,user2626,21789,1,147,10,2,18,,,
2627,user2627,21814,0,287,8,1,8,,,
2628,user2628,21815,1,169,16,1,16,,,
2629,user2629,21821,0,314,10,3,18,,,
2630,user2630,21846,0,185,14,2,22,,,
2631,user2631,21848,1,253,12,2,16,,,
2632,user2632,21849,1,91,12,2,16,,,
2633,user2633,21853,1,180,16,2,24,,,
2634,user2634,21858,0,327,8,2,14,,,
2635,user2635,21871,0,246,10,2,12,,,
2636,user2636,21873,0,84,4,2,6,,,
2637,user2637,21884,1,389,16,7,38,,,
2638,user2638,21902,1,190,24,3,40,,,
2639,user2639,21906,1,81,4,2,10,,,
2640,user2640,21913,1,183,16,5,36,,,
2641,user2641,21926,1,270,8,1,8,,,
2642,user2642,21938,1,279,12,1,12,,,
2643,user2643,21940,1,429,14,11,74,,,
2644,user2644,21951,0,275,12,2,20,,,
2645,user2645,21957,0,280,6,8,52,,,
2646,user2646,21961,1,399,10,10,54,,,
2647,user2647,21964,1,321,12,2,18,,,
2648,user2648,21974,1,276,16,2,18,,,
2649,user2649,21976,1,370,30,5,46,,,
2650,user2650,21980,0,104,2,3,10,,,
2651,user2651,21981,1,135,20,1,20,,,
2652,user2652,21984,1,35,12,1,12,,,
2653,user2653,22000,1,148,2,1,2,,,
2654,user2654,22005,0,253,16,1,16,,,
2655,user2655,22011,0,138,6,9,24,,,
2656,user2656,22018,1,76,10,2,14,,,
2657,user2657,22026,0,99,8,2,10,,,
2658,user2658,22036,1,124,16,8,46,,,
2659,user2659,22062,0,98,18,1,18,,,
2660,user2660,22065,1,98,10,5,26,,,
2661,user2661,22068,1,89,22,1,22,,,
2662,user2662,22069,1,295,14,1,14,,,
2663,user2663,22071,0,258,24,5,36,,,
2664,user2664,22075,1,206,10,2,12,,,
2665,user2665,22100,1,114,4,2,6,,,
2666,user2666,22108,0,234,10,1,10,,,
2667,user2667,22112,1,151,34,2,42,,,
2668,user2668,22117,1,66,22,2,26,,,
2669,user2669,22118,0,189,20,1,20,,,
2670,user2670,22124,0,122,12,2,18,,,
2671,user2671,22140,1,160,12,3,26,,,
2672,user2672,22148,1,368,24,11,74,,,
2673,user2673,22150,0,439,2,10,22,,,
2674,user2674,22152,1,414,4,10,40,,,
2675,user2675,22153,1,398,4,9,44,,,
2676,user2676,22158,1,199,16,9,38,,,
2677,user2677,22176,0,103,8,2,12,,,
2678,user2678,22201,1,144,16,1,16,,,
2679,user2679,22218,1,217,16,1,16,,,
2680,user2680,22221,1,209,24,1,24,,,
2681,user2681,22223,1,247,28,1,28,,,
2682,user2682,22229,1,390,10,9,32,,,
2683,user2683,22250,1,228,12,1,12,,,
2684,user2684,22257,1,49,10,1,10,,,
2685,user2685,22280,1,53,2,1,2,,,
2686,user2686,22282,1,76,12,2,14,,,
2687,user2687,22288,0,264,16,1,16,,,
2688,user2688,22294,0,107,16,2,22,,,
2689,user2689,22295,1,271,24,1,24,,,
2690,user2690,22312,1,301,10,3,24,,,
2691,user2691,22313,1,210,16,2,24,,,
2692,user2692,22318,0,206,10,6,28,,,
2693,user2693,22333,0,213,14,12,46,,,
2694,user2694,22335,0,142,10,4,26,,,
2695,user2695,22336,0,295,8,2,16,,,
2696,user2696,22341,0,157,26,10,54,,,
2697,user2697,22357,1,62,16,1,16,,,
2698,user2698,22376,0,193,14,1,14,,,
2699,user2699,22378,1,127,2,5,14,,,
2700,user2700,22391,0,247,10,2,18,,,
2701,user2701,22400,0,210,10,5,26,,,
2702,user2702,22402,0,267,14,12,68,,,
2703,user2703,22403,1,60,12,2,20,,,
2704,user2704,22409,1,114,2,2,6,,,
2705,user2705,22414,1,80,6,1,6,,,
2706,user2706,22416,0,302,4,3,12,,,
2707,user2707,22424,1,259,14,2,20,,,
2708,user2708,22428,0,193,14,3,28,,,
2709,user2709,22429,1,273,12,2,14,,,
2710,user2710,22440,0,191,14,2,22,,,
2711,user2711,22442,0,240,8,2,10,,,
2712,user2712,22460,1,245,28,10,54,,,
2713,user2713,22465,0,185,6,6,18,,,
2714,user2714,22484,0,31,2,2,10,,,
2715,user2715,22492,0,180,16,1,16,,,
2716,user2716,22500,1,40,14,2,18,,,
2717,user2717,22507,1,60,30,2,38,,,
2718,user2718,22521,0,288,16,1,16,,,
2719,user2719,22529,1,183,14,4,30,,,
2720,user2720,22543,0,398,4,12,28,,,
2721,user2721,22557,0,155,14,9,60,,,
2722,user2722,22563,1,26,12,1,12,,,
2723,user2723,22564,1,146,14,7,42,,,
2724,user2724,22567,1,149,14,2,16,,,
2725,user2725,22569,1,271,6,1,6,,,
2726,user2726,22585,1,237,2,1,2,,,
2727,user2727,22593,1,247,2,1,2,,,
2728,user2728,22607,1,238,18,1,18,,,
2729,user2729,22615,0,147,18,1,18,,,
2730,user2730,22617,1,290,10,2,14,,,
2731,user2731,22624,1,237,12,1,12,,,
2732,user2732,22630,0,80,22,2,26,,,
2733,user2733,22632,1,212,16,4,36,,,
2734,user2734,22647,1,306,34,2,38,,,
2735,user2735,22659,1,79,6,2,12,,,
2736,user2736,22667,1,131,14,2,20,,,
2737,user2737,22668,1,126,14,6,30,,,
2738,user2738,22669,0,303,2,1,2,,,
2739,user2739,22672,1,284,2,1,2,,,
2740,user2740,22719,1,261,14,1,14,,,
2741,user2741,22720,1,328,8,2,16,,,
2742,user2742,22722,1,27,4,1,4,,,
2743,user2743,22728,0,96,10,3,22,,,
2744,user2744,22731,1,40,10,1,10,,,
2745,user2745,22732,1,328,34,7,56,,,
2746,user2746,22736,1,150,30,5,42,,,
2747,user2747,22737,1,405,14,9,54,,,
2748,user2748,22740,1,24,6,1,6,,,
2749,user2749,22745,1,313,10,8,30,,,
2750,user2750,22749,1,315,28,2,30,,,
2751,user2751,22751,1,125,10,1,10,,,
2752,user2752,22754,0,160,16,2,20,,,
2753,user2753,22762,1,163,14,6,30,,,
2754,user2754,22770,0,112,6,2,10,,,
2755,user2755,22779,1,227,8,10,56,,,
2756,user2756,22787,1,98,10,2,14,,,
2757,user2757,22788,1,32,16,1,16,,,
2758,user2758,22795,1,74,8,1,8,,,
2759,user2759,22799,1,294,18,7,46,,,
2760,user2760,22815,0,131,10,2,16,,,
2761,user2761,22825,0,268,14,5,36,,,
2762,user2762,22846,1,295,30,1,30,,,
2763,user2763,22848,0,248,10,7,38,,,
2764,user2764,22861,0,50,34,1,34,,,
2765,user2765,22872,1,289,16,2,24,,,
2766,user2766,22877,0,179,10,2,18,,,
2767,user2767,22881,1,268,24,12,66,,,
2768,user2768,22898,1,367,26,8,66,,,
2769,user2769,22903,1,58,16,2,18,,,
2770,user2770,22913,1,150,30,6,48,,,
2771,user2771,22938,1,203,34,1,34,,,
2772,user2772,22942,1,168,12,1,12,,,
2773,user2773,22962,1,28,4,1,4,,,
2774,user2774,22971,1,290,2,10,60,,,
2775,user2775,22975,0,92,8,2,12,,,
2776,user2776,22979,1,192,14,5,28,,,
2777,user2777,22991,1,302,10,1,10,,,
2778,user2778,23004,0,250,10,2,18,,,
2779,user2779,23011,1,113,8,1,8,,,
2780,user2780,23018,0,243,6,7,46,,,
2781,user2781,23021,0,152,20,1,20,,,
2782,user2782,23022,1,34,12,1,12,,,
2783,user2783,23039,1,196,30,6,60,,,
2784,user2784,23052,1,109,6,3,16,,,
2785,user2785,23053,1,311,32,9,56,,,
2786,user2786,23056,1,173,14,11,56,,,
2787,user2787,23069,1,298,10,1,10,,,
2788,user2788,23081,1,342,8,6,30,,,
2789,user2789,23086,1,228,16,2,22,,,
2790,user2790,23090,1,215,8,1,8,,,
2791,user2791,23100,1,290,10,2,16,,,
2792,user2792,23105,0,81,12,1,12,,,
2793,user2793,23110,1,291,18,3,28,,,
2794,user2794,23119,1,307,14,2,22,,,
2795,user2795,23126,0,228,12,2,20,,,
2796,user2796,23129,1,129,10,1,10,,,
2797,user2797,23169,0,263,16,1,16,,,
2798,user2798,23190,0,120,2,2,4,,,
2799,user2799,23198,0,308,14,1,14,,,
2800,user2800,23210,0,263,10,2,14,,,
2801,user2801,23211,0,112,8,1,8,,,
2802,user2802,23213,1,223,2,1,2,,,
2803,user2803,23217,1,344,36,4,50,,,
2804,user2804,23258,1,297,10,8,36,,,
2805,user2805,23261,0,110,26,1,26,,,
2806,user2806,23262,1,335,18,12,66,,,
2807,user2807,23268,1,79,4,1,4,,,
2808,user2808,23280,1,460,14,12,84,,,
2809,user2809,23284,1,110,12,1,12,,,
2810,user2810,23285,0,289,12,3,26,,,
2811,user2811,23286,1,171,12,1,12,,,
2812,user2812,23294,1,86,16,4,36,,,
2813,user2813,23299,1,272,10,11,70,,,
2814,user2814,23300,0,248,4,2,12,,,
2815,user2815,23303,1,225,16,1,16,,,
2816,user2816,23306,0,31,10,2,16,,,
2817,user2817,23315,1,32,22,2,24,,,
2818,user2818,23319,1,448,30,11,70,,,
2819,user2819,23331,1,246,6,2,12,,,
2820,user2820,23336,0,157,14,2,18,,,
2821,user2821,23350,1,312,16,2,22,,,
2822,user2822,23358,1,153,10,6,30,,,
2823,user2823,23361,0,286,10,2,16,,,
2824,user2824,23366,1,259,14,2,22,,,
2825,user2825,23369,1,317,8,3,14,,,
2826,user2826,23376,0,281,14,2,18,,,
2827,user2827,23385,1,240,36,5,56,,,
2828,user2828,23400,0,215,12,2,16,,,
2829,user2829,23411,1,370,14,12,42,,,
2830,user2830,23424,0,341,8,6,40,,,
2831,user2831,23428,0,251,8,1,8,,,
2832,user2832,23470,1,265,12,2,16,,,
2833,user2833,23483,0,78,8,2,12,,,
2834,user2834,23495,1,79,20,2,22,,,
2835,user2835,23499,1,105,36,1,36,,,
2836,user2836,23501,0,58,16,1,16,,,
2837,user2837,23503,1,158,18,4,32,,,
2838,user2838,23513,0,172,10,1,10,,,
2839,user2839,23514,1,112,4,2,6,,,
2840,user2840,23524,1,159,10,1,10,,,
2841,user2841,23525,0,183,2,1,2,,,
2842,user2842,23541,1,145,2,1,2,,,
2843,user2843,23542,1,374,16,6,44,,,
2844,user2844,23550,1,266,16,2,20,,,
2845,user2845,23554,1,32,10,1,10,,,
2846,user2846,23559,1,93,22,1,22,,,
2847,user2847,23564,0,281,4,2,6,,,
2848,user2848,23567,1,98,2,1,2,,,
2849,user2849,23572,1,81,4,2,8,,,
2850,user2850,23577,1,252,10,1,10,,,
2851,user2851,23581,1,102,14,1,14,,,
2852,user2852,23585,0,170,14,2,18,,,
2853,user2853,23586,1,184,6,1,6,,,
2854,user2854,23598,0,297,30,1,30,,,
2855,user2855,23600,0,155,22,9,60,,,
2856,user2856,23603,1,90,22,1,22,,,
2857,user2857,23604,0,93,16,1,16,,,
2858,user2858,23616,1,193,10,8,48,,,
2859,user2859,23621,1,76,8,1,8,,,
2860,user2860,23623,0,196,10,1,10,,,
2861,user2861,23627,1,254,6,7,42,,,
2862,user2862,23638,1,349,12,7,46,,,
2863,user2863,23645,0,399,18,7,38,,,
2864,user2864,23652,1,173,16,9,40,,,
2865,user2865,23654,1,230,32,1,32,,,
2866,user2866,23656,0,329,2,8,28,,,
2867,user2867,23663,0,42,8,1,8,,,
2868,user2868,23669,1,299,12,2,18,,,
2869,user2869,23675,0,133,14,1,14,,,
2870,user2870,23677,1,225,32,2,40,,,
2871,user2871,23678,1,126,14,1,14,,,
2872,user2872,23681,1,190,16,2,18,,,
2873,user2873,23693,1,20,22,1,22,,,
2874,user2874,23704,1,83,14,2,16,,,
2875,user2875,23728,1,197,2,10,42,,,
2876,user2876,23729,1,206,10,2,16,,,
2877,user2877,23731,1,320,14,4,26,,,
2878,user2878,23733,0,307,14,2,16,,,
2879,user2879,23738,1,65,14,2,20,,,
2880,user2880,23756,0,28,30,1,30,,,
2881,user2881,23760,1,408,12,8,34,,,
2882,user2882,23767,1,207,10,2,18,,,
2883,user2883,23771,1,200,10,2,12,,,
2884,user2884,23776,1,155,36,2,44,,,
2885,user2885,23818,1,216,16,1,16,,,
2886,user2886,23829,0,225,34,5,50,,,
2887,user2887,23836,1,64,14,1,14,,,
2888,user2888,23837,0,111,4,4,14,,,
2889,user2889,23847,1,275,14,1,14,,,
2890,user2890,23858,1,163,14,1,14,,,
2891,user2891,23864,1,179,14,2,18,,,
2892,user2892,23865,1,100,14,1,14,,,
2893,user2893,23866,1,256,8,1,8,,,
2894,user2894,23867,1,144,14,1,14,,,
2895,user2895,23882,0,309,10,12,80,,,
2896,user2896,23883,0,309,12,8,36,,,
2897,user2897,23884,1,285,26,1,26,,,
2898,user2898,23889,1,249,8,2,14,,,
2899,user2899,23895,1,177,14,2,18,,,
2900,user2900,23902,0,113,8,2,16,,,
2901,user2901,23913,0,303,10,3,20,,,
2902,user2902,23914,0,87,16,1,16,,,
2903,user2903,23925,1,284,2,1,2,,,
2904,user2904,23938,1,33,6,1,6,,,
2905,user2905,23949,1,145,14,8,42,,,
2906,user2906,23974,1,183,16,10,50,,,
2907,user2907,23981,1,144,30,6,60,,,
2908,user2908,23983,0,161,16,1,16,,,
2909,user2909,23990,1,257,32,2,38,,,
2910,user2910,24011,1,169,4,4,18,,,
2911,user2911,24012,0,281,6,1,6,,,
2912,user2912,24014,0,194,6,6,30,,,
2913,user2913,24020,1,237,34,1,34,,,
2914,user2914,24049,1,196,18,1,18,,,
2915,user2915,24054,0,252,12,2,18,,,
2916,user2916,24072,1,93,34,2,38,,,
2917,user2917,24075,1,31,34,2,42,,,
2918,user2918,24078,1,215,28,1,28,,,
2919,user2919,24094,0,236,4,2,10,,,
2920,user2920,24107,1,292,14,11,44,,,
2921,user2921,24110,0,104,12,1,12,,,
2922,user2922,24111,1,210,10,1,10,,,
2923,user2923,24112,1,176,32,6,68,,,
2924,user2924,24132,0,90,24,2,28,,,
2925,user2925,24151,1,220,18,2,26,,,
2926,user2926,24153,1,179,22,8,40,,,
2927,user2927,24159,1,233,10,1,10,,,
2928,user2928,24181,1,232,16,4,34,,,
2929,user2929,24184,1,62,4,2,12,,,
2930,user2930,24195,1,26,6,1,6,,,
2931,user2931,24205,0,158,16,1,16,,,
2932,user2932,24217,1,167,14,2,18,,,
2933,user2933,24222,1,172,16,2,20,,,
2934,user2934,24233,1,291,14,10,44,,,
2935,user2935,24247,0,334,4,12,30,,,
2936,user2936,24261,1,278,10,2,18,,,
2937,user2937,24262,1,296,30,7,62,,,
2938,user2938,24282,0,252,16,1,16,,,
2939,user2939,24304,0,249,32,2,40,,,
2940,user2940,24309,0,267,8,1,8,,,
2941,user2941,24331,1,223,12,1,12,,,
2942,user2942,24333,1,209,12,9,64,,,
2943,user2943,24339,1,263,4,2,12,,,
2944,user2944,24361,1,251,16,1,16,,,
2945,user2945,24376,1,228,16,2,22,,,
2946,user2946,24379,1,183,8,1,8,,,
2947,user2947,24382,1,311,26,9,68,,,
2948,user2948,24384,1,293,8,9,46,,,
2949,user2949,24388,0,228,4,11,46,,,
2950,user2950,24389,0,160,6,6,22,,,
2951,user2951,24402,1,65,10,1,10,,,
2952,user2952,24412,0,167,22,3,30,,,
2953,user2953,24414,1,31,12,1,12,,,
2954,user2954,24424,1,151,16,1,16,,,
2955,user2955,24431,0,152,10,1,10,,,
2956,user2956,24438,1,327,10,2,12,,,
2957,user2957,24451,1,239,36,1,36,,,
2958,user2958,24457,1,102,20,2,26,,,
2959,user2959,24465,1,79,18,2,22,,,
2960,user2960,24484,0,199,16,1,16,,,
2961,user2961,24492,1,153,10,1,10,,,
2962,user2962,24505,1,175,28,3,40,,,
2963,user2963,24512,1,285,10,1,10,,,
2964,user2964,24521,0,33,12,2,16,,,
2965,user2965,24526,1,308,14,9,60,,,
2966,user2966,24543,1,82,34,3,44,,,
2967,user2967,24546,1,50,26,1,26,,,
2968,user2968,24554,1,265,30,11,52,,,
2969,user2969,24555,0,257,8,1,8,,,
2970,user2970,24581,1,363,16,10,40,,,
2971,user2971,24588,0,110,10,1,10,,,
2972,user2972,24609,1,233,12,2,20,,,
2973,user2973,24613,1,214,6,2,10,,,
2974,user2974,24621,1,161,10,9,30,,,
2975,user2975,24623,1,25,16,1,16,,,
2976,user2976,24634,1,108,16,2,22,,,
2977,user2977,24641,0,61,14,2,20,,,
2978,user2978,24645,1,127,12,7,28,,,
2979,user2979,24646,1,184,16,1,16,,,
2980,user2980,24648,1,308,16,1,16,,,
2981,user2981,24655,1,415,4,10,50,,,
2982,user2982,24658,0,157,14,2,22,,,
2983,user2983,24682,1,372,4,7,38,,,
2984,user2984,24684,1,89,8,2,10,,,
2985,user2985,24709,1,194,4,6,16,,,
2986,user2986,24718,0,423,8,12,44,,,
2987,user2987,24720,1,291,16,1,16,,,
2988,user2988,24731,1,337,14,10,52,,,
2989,user2989,24736,1,183,14,1,14,,,
2990,user2990,24740,0,334,8,12,62,,,
2991,user2991,24743,1,55,22,1,22,,,
2992,user2992,24746,1,244,16,5,42,,,
2993,user2993,24770,1,306,6,2,10,,,
2994,user2994,24787,1,185,24,8,48,,,
2995,user2995,24798,1,331,8,7,32,,,
2996,user2996,24799,1,245,8,2,12,,,
2997,user2997,24801,1,167,36,1,36,,,
2998,user2998,24822,0,37,12,1,12,,,
2999,user2999,24833,1,134,12,5,36,,,
3000,user3000,24836,0,169,6,7,44,,,
3001,user3001,24845,1,69,12,3,24,,,
3002,user3002,24858,0,434,24,10,44,,,
3003,user3003,24861,1,241,10,3,24,,,
3004,user3004,24868,1,166,6,3,20,,,
3005,user3005,24871,1,258,2,11,38,,,
3006,user3006,24875,0,368,14,12,38,,,
3007,user3007,24877,1,96,14,2,20,,,
3008,user3008,24878,1,273,18,2,20,,,
3009,user3009,24887,1,187,26,2,32,,,
3010,user3010,24892,1,456,8,11,46,,,
3011,user3011,24896,1,219,6,2,8,,,
3012,user3012,24897,0,97,12,1,12,,,
3013,user3013,24913,1,110,12,1,12,,,
3014,user3014,24920,1,332,4,8,36,,,
3015,user3015,24933,1,152,18,2,22,,,
3016,user3016,24938,1,238,12,11,38,,,
3017,user3017,24940,1,159,4,1,4,,,
3018,user3018,24942,1,295,24,7,64,,,
3019,user3019,24957,1,185,16,1,16,,,
3020,user3020,24958,1,303,34,1,34,,,
3021,user3021,24978,1,115,12,2,18,,,
3022,user3022,24980,0,464,16,12,48,,,
3023,user3023,25000,1,406,10,8,56,,,
3024,user3024,25010,1,57,4,1,4,,,
3025,user3025,25018,0,34,12,1,12,,,
3026,user3026,25034,1,258,14,1,14,,,
3027,user3027,25059,1,177,6,2,14,,,
3028,user3028,25066,0,102,26,1,26,,,
3029,user3029,25069,1,59,14,2,20,,,
3030,user3030,25087,0,271,14,2,22,,,
3031,user3031,25095,0,218,14,10,44,,,
3032,user3032,25113,0,318,22,8,60,,,
3033,user3033,25132,1,111,2,1,2,,,
3034,user3034,25134,0,219,32,9,84,,,
3035,user3035,25137,0,193,14,2,20,,,
3036,user3036,25143,1,390,10,8,28,,,
3037,user3037,25144,1,239,12,5,40,,,
3038,user3038,25154,1,262,2,3,8,,,
3039,user3039,25165,1,63,24,2,32,,,
3040,user3040,25183,0,218,14,1,14,,,
3041,user3041,25192,1,257,10,2,12,,,
3042,user3042,25193,1,217,6,1,6,,,
3043,user3043,25237,1,313,4,1,4,,,
3044,user3044,25243,1,158,4,1,4,,,
3045,user3045,25245,0,184,12,10,48,,,
3046,user3046,25249,1,55,14,1,14,,,
3047,user3047,25260,1,85,16,4,34,,,
3048,user3048,25272,1,173,24,8,56,,,
3049,user3049,25275,1,291,6,2,8,,,
3050,user3050,25295,0,299,2,1,2,,,
3051,user3051,25297,1,207,8,7,24,,,
3052,user3052,25301,0,157,6,8,34,,,
3053,user3053,25304,1,148,2,1,2,,,
3054,user3054,25319,1,286,30,8,54,,,
3055,user3055,25320,1,421,12,9,44,,,
3056,user3056,25321,1,123,8,5,22,,,
3057,user3057,25329,1,326,2,10,48,,,
3058,user3058,25330,1,175,2,5,30,,,
3059,user3059,25334,1,135,4,2,12,,,
3060,user3060,25335,0,79,6,4,24,,,
3061,user3061,25344,1,195,10,3,22,,,
3062,user3062,25350,1,93,20,1,20,,,
3063,user3063,25352,1,395,14,10,70,,,
3064,user3064,25368,1,98,12,1,12,,,
3065,user3065,25370,0,137,12,2,14,,,
3066,user3066,25375,1,269,10,1,10,,,
3067,user3067,25378,1,296,10,5,38,,,
3068,user3068,25380,0,308,14,1,14,,,
3069,user3069,25405,1,403,22,8,54,,,
3070,user3070,25423,1,143,2,2,4,,,
3071,user3071,25424,1,235,8,1,8,,,
3072,user3072,25427,0,295,2,7,44,,,
3073,user3073,25440,1,300,8,1,8,,,
3074,user3074,25443,1,203,14,4,32,,,
3075,user3075,25447,1,333,18,11,62,,,
3076,user3076,25454,1,129,10,2,14,,,
3077,user3077,25459,0,271,6,1,6,,,
3078,user3078,25469,0,97,12,2,16,,,
3079,user3079,25474,1,298,2,2,8,,,
3080,user3080,25482,1,379,10,7,34,,,
3081,user3081,25491,1,149,22,2,24,,,
3082,user3082,25495,1,292,2,2,6,,,
3083,user3083,25498,1,265,16,5,36,,,
3084,user3084,25499,0,270,2,2,6,,,
3085,user3085,25502,0,442,26,12,88,,,
3086,user3086,25503,0,232,12,6,46,,,
3087,user3087,25511,0,49,2,2,10,,,
3088,user3088,25517,1,243,2,2,10,,,
3089,user3089,25522,1,234,30,1,30,,,
3090,user3090,25526,1,188,8,2,10,,,
3091,user3091,25535,1,202,8,8,34,,,
3092,user3092,25542,0,95,34,2,38,,,
3093,user3093,25564,1,308,8,7,46,,,
3094,user3094,25565,1,342,8,11,64,,,
3095,user3095,25566,1,290,14,9,46,,,
3096,user3096,25579,0,216,12,1,12,,,
3097,user3097,25580,1,205,6,7,46,,,
3098,user3098,25590,1,114,28,1,28,,,
3099,user3099,25600,1,85,24,4,46,,,
3100,user3100,25604,1,315,22,2,28,,,
3101,user3101,25606,0,314,8,2,10,,,
3102,user3102,25608,1,88,8,2,12,,,
3103,user3103,25614,1,360,12,8,60,,,
3104,user3104,25627,0,262,26,1,26,,,
3105,user3105,25632,1,257,12,2,14,,,
3106,user3106,25661,1,216,8,2,14,,,
3107,user3107,25664,1,209,34,10,92,,,
3108,user3108,25674,0,275,12,1,12,,,
3109,user3109,25680,1,79,16,5,44,,,
3110,user3110,25688,0,275,24,3,34,,,
